LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
CHE;"Switzerland";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;3.1;"E";"Estimated value"
TUR;"Turkey";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;30.46;;
GBR;"United Kingdom";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.93;;
USA;"United States";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.96;;
BRA;"Brazil";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.23;;
CHL;"Chile";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;7.75;;
EST;"Estonia";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;1.95;;
ISR;"Israel";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;6.77;;
RUS;"Russia";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;0.07;;
SVN;"Slovenia";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;3.62;;
OECD;"OECD - Total";"WL_EWLH";"Employees working very long hours";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;7.96;;
AUS;"Australia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.35;;
AUT;"Austria";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.55;;
BEL;"Belgium";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.77;;
CAN;"Canada";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.41;;
CZE;"Czech Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.03;"E";"Estimated value"
DNK;"Denmark";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.87;;
FIN;"Finland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.17;;
FRA;"France";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;16.36;;
DEU;"Germany";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.55;;
GRC;"Greece";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.74;"E";"Estimated value"
HUN;"Hungary";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.04;"E";"Estimated value"
ISL;"Iceland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.13;"E";"Estimated value"
IRL;"Ireland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.3;"E";"Estimated value"
ITA;"Italy";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.89;;
JPN;"Japan";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.85;;
KOR;"Korea";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.7;;
LUX;"Luxembourg";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.17;"E";"Estimated value"
MEX;"Mexico";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;12.8;"E";"Estimated value"
NLD;"Netherlands";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.9;"E";"Estimated value"
NZL;"New Zealand";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.87;;
NOR;"Norway";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.56;;
POL;"Poland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.42;;
PRT;"Portugal";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.72;"E";"Estimated value"
SVK;"Slovak Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.92;"E";"Estimated value"
ESP;"Spain";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.93;;
SWE;"Sweden";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.18;;
CHE;"Switzerland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;15.01;"E";"Estimated value"
TUR;"Turkey";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;12.24;"E";"Estimated value"
GBR;"United Kingdom";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.87;;
USA;"United States";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.47;;
BRA;"Brazil";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.27;"E";"Estimated value"
CHL;"Chile";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.91;"E";"Estimated value"
EST;"Estonia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.9;;
ISR;"Israel";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;13.94;"E";"Estimated value"
RUS;"Russia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.91;"E";"Estimated value"
SVN;"Slovenia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.75;;
OECD;"OECD - Total";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"TOT";"Total";"HOUR";"Hours";"0";"units";;;14.91;;
AUS;"Australia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.37;;
AUT;"Austria";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.72;;
BEL;"Belgium";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.9;;
CAN;"Canada";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.52;;
CZE;"Czech Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.19;"E";"Estimated value"
DNK;"Denmark";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.81;;
FIN;"Finland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.28;;
FRA;"France";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;16.66;;
DEU;"Germany";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.6;;
GRC;"Greece";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.92;"E";"Estimated value"
HUN;"Hungary";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.2;"E";"Estimated value"
ISL;"Iceland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.35;"E";"Estimated value"
IRL;"Ireland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.45;"E";"Estimated value"
ITA;"Italy";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.15;;
JPN;"Japan";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.85;;
KOR;"Korea";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.05;;
LUX;"Luxembourg";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.32;"E";"Estimated value"
MEX;"Mexico";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;13.1;"E";"Estimated value"
NLD;"Netherlands";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;16;"E";"Estimated value"
NZL;"New Zealand";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.83;;
NOR;"Norway";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.48;;
POL;"Poland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.67;;
PRT;"Portugal";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.91;"E";"Estimated value"
SVK;"Slovak Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.08;"E";"Estimated value"
ESP;"Spain";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;16.17;;
SWE;"Sweden";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.12;;
CHE;"Switzerland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.18;"E";"Estimated value"
TUR;"Turkey";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;12.58;"E";"Estimated value"
GBR;"United Kingdom";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15;;
USA;"United States";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.57;;
BRA;"Brazil";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.48;"E";"Estimated value"
CHL;"Chile";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.08;"E";"Estimated value"
EST;"Estonia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.33;;
ISR;"Israel";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;14.17;"E";"Estimated value"
RUS;"Russia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.08;"E";"Estimated value"
SVN;"Slovenia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.27;;
OECD;"OECD - Total";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"MN";"Men";"HOUR";"Hours";"0";"units";;;15.04;;
AUS;"Australia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.33;;
AUT;"Austria";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.32;;
BEL;"Belgium";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.52;;
CAN;"Canada";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.25;;
CZE;"Czech Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.78;"E";"Estimated value"
DNK;"Denmark";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.94;;
FIN;"Finland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.04;;
FRA;"France";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.99;;
DEU;"Germany";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.45;;
GRC;"Greece";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.48;"E";"Estimated value"
HUN;"Hungary";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.79;"E";"Estimated value"
ISL;"Iceland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;13.82;"E";"Estimated value"
IRL;"Ireland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.07;"E";"Estimated value"
ITA;"Italy";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.29;;
JPN;"Japan";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.53;;
KOR;"Korea";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14;;
LUX;"Luxembourg";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.93;"E";"Estimated value"
MEX;"Mexico";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;12.41;"E";"Estimated value"
NLD;"Netherlands";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.7;"E";"Estimated value"
NZL;"New Zealand";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.95;;
NOR;"Norway";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.65;;
POL;"Poland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.08;;
PRT;"Portugal";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.46;"E";"Estimated value"
SVK;"Slovak Republic";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.66;"E";"Estimated value"
ESP;"Spain";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.48;;
SWE;"Sweden";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;15.23;;
CHE;"Switzerland";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.76;"E";"Estimated value"
TUR;"Turkey";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;11.82;"E";"Estimated value"
GBR;"United Kingdom";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.6;;
USA;"United States";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.33;;
BRA;"Brazil";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;13.97;"E";"Estimated value"
CHL;"Chile";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.65;"E";"Estimated value"
EST;"Estonia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.43;;
ISR;"Israel";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;13.62;"E";"Estimated value"
RUS;"Russia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.65;"E";"Estimated value"
SVN;"Slovenia";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.17;;
OECD;"OECD - Total";"WL_TNOW";"Time devoted to leisure and personal care";"L";"Value";"WMN";"Women";"HOUR";"Hours";"0";"units";;;14.65;;
LVA;"Latvia";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;14.7;;
ZAF;"South Africa";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;20.5;;
LVA;"Latvia";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;14.7;"E";"Estimated value"
ZAF;"South Africa";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;20.5;"E";"Estimated value"
LVA;"Latvia";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;14.7;"E";"Estimated value"
ZAF;"South Africa";"HO_BASE";"Dwellings without basic facilities";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;20.5;"E";"Estimated value"
LVA;"Latvia";"HO_HISH";"Housing expenditure";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;26;;
ZAF;"South Africa";"HO_HISH";"Housing expenditure";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;18;;
LVA;"Latvia";"HO_HISH";"Housing expenditure";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;26;"E";"Estimated value"
ZAF;"South Africa";"HO_HISH";"Housing expenditure";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;18;"E";"Estimated value"
LVA;"Latvia";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;26;"E";"Estimated value"
ZAF;"South Africa";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;18;"E";"Estimated value"
LVA;"Latvia";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
ZAF;"South Africa";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.7;"E";"Estimated value"
LVA;"Latvia";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
ZAF;"South Africa";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.7;"E";"Estimated value"
LVA;"Latvia";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
ZAF;"South Africa";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.7;"E";"Estimated value"
LVA;"Latvia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;13655;;
ZAF;"South Africa";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;8712;;
LVA;"Latvia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;13655;"E";"Estimated value"
ZAF;"South Africa";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;8712;"E";"Estimated value"
LVA;"Latvia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;13655;"E";"Estimated value"
ZAF;"South Africa";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;8712;"E";"Estimated value"
LVA;"Latvia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"HGH";"High";"USD";"US Dollar";"0";"units";;;28663;"E";"Estimated value"
ZAF;"South Africa";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"HGH";"High";"USD";"US Dollar";"0";"units";;;32004;"E";"Estimated value"
LVA;"Latvia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"LW";"Low";"USD";"US Dollar";"0";"units";;;4406;"E";"Estimated value"
ZAF;"South Africa";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"LW";"Low";"USD";"US Dollar";"0";"units";;;1700;"E";"Estimated value"
LVA;"Latvia";"IW_HNFW";"Household net financial wealth";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;9837;;
ZAF;"South Africa";"IW_HNFW";"Household net financial wealth";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;16937;;
LVA;"Latvia";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;9837;"E";"Estimated value"
ZAF;"South Africa";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;16937;"E";"Estimated value"
LVA;"Latvia";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;9837;"E";"Estimated value"
ZAF;"South Africa";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;16937;"E";"Estimated value"
LVA;"Latvia";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;66;;
ZAF;"South Africa";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;43;;
LVA;"Latvia";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
